Exchange,Symbol,Name,MarketCap,IPO,Sector,Industry
NYSE,GNL,Global Net Lease Inc.,1.3B,2015,Consumer Services,Real Estate Investment Trusts
NYSE,GNL^A,Global Net Lease Inc.,N/A,N/A,N/A,N/A
NYSE,GLP,Global Partners LP,596.62M,2005,Energy,Oil Refining/Marketing
NYSE,GPN,Global Payments Inc.,17.88B,N/A,Miscellaneous,Business Services
NYSE,GSL,Global Ship Lease Inc.,80.87M,N/A,Transportation,Marine Transportation
NYSE,GSL^B,Global Ship Lease Inc.,N/A,N/A,N/A,N/A
NYSE,GLOB,Globant S.A.,1.8B,2014,Technology,EDP Services
NYSE,GMED,Globus Medical Inc.,5.15B,2012,Health Care,Medical/Dental Instruments
NYSE,GMS,GMS Inc.,1.21B,2016,Consumer Services,RETAIL: Building Materials
NYSE,GNC,GNC Holdings Inc.,285.3M,2011,Consumer Non-Durables,Food Chains
NYSE,GDDY,GoDaddy Inc.,12.11B,2015,Technology,EDP Services
NYSE,GOL,Gol Linhas Aereas Inteligentes S.A.,12.32B,2004,Transportation,Air Freight/Delivery Services
NYSE,GFI,Gold Fields Limited,2.99B,N/A,Basic Industries,Precious Metals
NYSE,GG,Goldcorp Inc.,11.94B,N/A,Basic Industries,Precious Metals
NYSE,GSBD,Goldman Sachs BDC Inc.,834.44M,2015,N/A,N/A
NYSE,GS,Goldman Sachs Group Inc. (The),89.83B,1999,Finance,Investment Bankers/Brokers/Service
NYSE,GS^A,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GS^B,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GS^C,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GS^D,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GS^J,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GS^K,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GS^N,Goldman Sachs Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,GER,Goldman Sachs MLP Energy Renaissance Fund,520.63M,1986,N/A,N/A
NYSE,GMZ,Goldman Sachs MLP Income Opportunities Fund,402.64M,2013,N/A,N/A
NYSE,GRC,Gorman-Rupp Company (The),898.07M,N/A,Capital Goods,Fluid Controls
NYSE,GPX,GP Strategies Corporation,322.45M,N/A,Consumer Services,Other Consumer Services
NYSE,GGG,Graco Inc.,7.82B,N/A,Capital Goods,Fluid Controls
NYSE,EAF,GrafTech International Ltd.,5.88B,2018,Energy,Industrial Machinery/Components
NYSE,GHM,Graham Corporation,243.42M,N/A,Technology,Industrial Machinery/Components
NYSE,GHC,Graham Holdings Company,3.16B,N/A,Consumer Services,Other Consumer Services
NYSE,GPT,Gramercy Property Trust,4.43B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,GPT^A,Gramercy Property Trust Inc.,N/A,N/A,N/A,N/A
NYSE,GVA,Granite Construction Incorporated,2.31B,N/A,Basic Industries,Military/Government/Technical
NYSE,GPMT,Granite Point Mortgage Trust Inc.,794.03M,2017,Consumer Services,Real Estate Investment Trusts
NYSE,GRP.U,Granite Real Estate Inc.,N/A,N/A,N/A,N/A
NYSE,GPK,Graphic Packaging Holding Company,4.66B,N/A,Consumer Durables,Containers/Packaging
NYSE,GTN,Gray Television Inc.,1.03B,N/A,Consumer Services,Broadcasting
NYSE,GTN.A,Gray Television Inc.,N/A,N/A,N/A,N/A
NYSE,AJX,Great Ajax Corp.,248.13M,2015,Consumer Services,Real Estate Investment Trusts
NYSE,AJXA,Great Ajax Corp.,N/A,2017,Consumer Services,Real Estate Investment Trusts
NYSE,GXP,Great Plains Energy Inc,7.07B,N/A,Public Utilities,Electric Utilities: Central
NYSE,GWB,Great Western Bancorp Inc.,2.58B,2014,Finance,Major Banks
NYSE,GDOT,Green Dot Corporation,3.71B,2010,Finance,Finance: Consumer Services
NYSE,GBX,Greenbrier Companies Inc. (The),1.61B,1994,Capital Goods,Railroads
NYSE,GHL,Greenhill & Co. Inc.,696.25M,2004,Finance,Investment Bankers/Brokers/Service
NYSE,GHG,GreenTree Hospitality Group Ltd.,1.73B,2018,Consumer Services,Hotels/Resorts
NYSE,GEF,Greif Bros. Corporation,3.46B,N/A,N/A,N/A
NYSE,GEF.B,Greif Bros. Corporation,N/A,N/A,N/A,N/A
NYSE,GFF,Griffon Corporation,1.05B,N/A,Capital Goods,Building Products
NYSE,GPI,Group 1 Automotive Inc.,1.44B,1997,Consumer Durables,Automotive Aftermarket
NYSE,GRUB,GrubHub Inc.,9.27B,2014,Miscellaneous,Business Services
NYSE,PAC,Grupo Aeroportuario Del Pacifico S.A. de C.V.,4.82B,2006,Transportation,Aerospace
NYSE,ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,4.98B,N/A,Transportation,Aerospace
NYSE,AVAL,Grupo Aval Acciones y Valores S.A.,9.49B,2014,Finance,Commercial Banks
NYSE,SUPV,Grupo Supervielle S.A.,1.66B,2016,Finance,Commercial Banks
NYSE,TV,Grupo Televisa S.A.,10.35B,1993,Consumer Services,Broadcasting
NYSE,GTT,GTT Communications Inc.,2.12B,N/A,Public Utilities,Telecommunications Equipment
NYSE,GSH,Guangshen Railway Company Limited,4.02B,N/A,Transportation,Railroads
NYSE,GES,Guess? Inc.,1.95B,1996,Consumer Non-Durables,Apparel
NYSE,GGM,Guggenheim Credit Allocation Fund,161.07M,2013,N/A,N/A
NYSE,GPM,Guggenheim Enhanced Equity Income Fund,416.66M,N/A,N/A,N/A
NYSE,GOF,Guggenheim Strategic Opportunities Fund,578.22M,N/A,N/A,N/A
NYSE,GBAB,Guggenheim Taxable Municipal Managed Duration Trst,369.57M,2010,N/A,N/A
NYSE,GWRE,Guidewire Software Inc.,7.37B,2012,Technology,Computer Software: Prepackaged Software
NYSE,HRB,H&R Block Inc.,5.81B,N/A,Consumer Services,Other Consumer Services
NYSE,FUL,H. B. Fuller Company,2.65B,N/A,Basic Industries,Home Furnishings
NYSE,HAE,Haemonetics Corporation,4.85B,1991,Health Care,Medical/Dental Instruments
NYSE,HK,Halcon Resources Corporation,845.61M,N/A,Energy,Oil & Gas Production
NYSE,HK.WS,Halcon Resources Corporation,N/A,N/A,N/A,N/A
NYSE,HAL,Halliburton Company,46.36B,N/A,Energy,Oilfield Services/Equipment
NYSE,HYH,Halyard Health Inc.,2.53B,2014,Health Care,Industrial Specialties
NYSE,HBB,Hamilton Beach Brands Holding Company,372.37M,2017,Consumer Durables,Home Furnishings
NYSE,HBI,Hanesbrands Inc.,6.53B,N/A,Consumer Services,Clothing/Shoe/Accessory Stores
NYSE,HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc.,989.95M,2013,Consumer Services,Real Estate Investment Trusts
NYSE,HOG,Harley-Davidson Inc.,7B,N/A,Consumer Non-Durables,Motor Vehicles
NYSE,HMY,Harmony Gold Mining Company Limited,778.28M,N/A,Basic Industries,Precious Metals
NYSE,HRS,Harris Corporation,18.28B,N/A,Capital Goods,Industrial Machinery/Components
NYSE,HSC,Harsco Corporation,1.96B,N/A,Capital Goods,Metal Fabrications
NYSE,HHS,Harte-Hanks Inc.,68.8M,1993,Technology,Advertising
NYSE,HGH,Hartford Financial Services Group Inc. (The),N/A,N/A,Finance,Property-Casualty Insurers
NYSE,HIG,Hartford Financial Services Group Inc. (The),19.09B,N/A,Finance,Property-Casualty Insurers
NYSE,HIG.WS,Hartford Financial Services Group Inc. (The),N/A,N/A,N/A,N/A
NYSE,HVT,Haverty Furniture Companies Inc.,415.22M,N/A,Consumer Services,Other Specialty Stores
NYSE,HVT.A,Haverty Furniture Companies Inc.,N/A,N/A,N/A,N/A
NYSE,HE,Hawaiian Electric Industries Inc.,3.66B,N/A,Public Utilities,Electric Utilities: Central
NYSE,HE^U,Hawaiian Electric Industries Inc.,N/A,N/A,N/A,N/A
NYSE,HCHC,HC2 Holdings Inc.,275.41M,N/A,Capital Goods,Metal Fabrications
NYSE,HCA,HCA Healthcare Inc.,36.16B,2011,Health Care,Hospital/Nursing Management
NYSE,HCI,HCI Group Inc.,396.71M,N/A,Finance,Property-Casualty Insurers
NYSE,HCP,HCP Inc.,10.9B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,HDB,HDFC Bank Limited,82.75B,2001,Finance,Commercial Banks
NYSE,HR,Healthcare Realty Trust Incorporated,3.38B,1993,Consumer Services,Real Estate Investment Trusts
NYSE,HTA,Healthcare Trust of America Inc.,5.08B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,HL,Hecla Mining Company,1.59B,N/A,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NYSE,HL^B,Hecla Mining Company,N/A,N/A,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NYSE,HEI,Heico Corporation,9.64B,N/A,Capital Goods,Aerospace
NYSE,HEI.A,Heico Corporation,N/A,N/A,N/A,N/A
NYSE,HLX,Helix Energy Solutions Group Inc.,1.16B,N/A,Energy,Oilfield Services/Equipment
NYSE,HP,Helmerich & Payne Inc.,7.73B,N/A,Energy,Oil & Gas Production
NYSE,HLF,Herbalife Nutrition Ltd.,9.53B,2004,Health Care,Other Pharmaceuticals
NYSE,HRI,Herc Holdings Inc.,1.63B,2016,N/A,N/A
NYSE,HCXZ,Hercules Capital Inc.,N/A,2018,N/A,N/A
NYSE,HTGC,Hercules Capital Inc.,1.07B,2012,N/A,N/A
NYSE,HTGX,Hercules Capital Inc.,N/A,2014,N/A,N/A
NYSE,HRTG,Heritage Insurance Holdings Inc.,476.66M,2014,Finance,Property-Casualty Insurers
NYSE,HT,Hersha Hospitality Trust,808.24M,1999,Consumer Services,Real Estate Investment Trusts
NYSE,HT^C,Hersha Hospitality Trust,N/A,N/A,N/A,N/A
NYSE,HT^D,Hersha Hospitality Trust,N/A,N/A,N/A,N/A
NYSE,HT^E,Hersha Hospitality Trust,N/A,N/A,N/A,N/A
NYSE,HSY,Hershey Company (The),19.27B,N/A,Consumer Non-Durables,Specialty Foods
NYSE,HTZ,Hertz Global Holdings Inc.,1.41B,2016,Consumer Services,Rental/Leasing Companies
NYSE,HES,Hess Corporation,18.94B,N/A,Energy,Integrated oil Companies
NYSE,HES^A,Hess Corporation,N/A,N/A,N/A,N/A
NYSE,HESM,Hess Midstream Partners LP,1.13B,2017,Energy,Oil & Gas Production
NYSE,HPE,Hewlett Packard Enterprise Company,24.2B,2015,Technology,Computer Manufacturing
NYSE,HXL,Hexcel Corporation,6.38B,N/A,Basic Industries,Major Chemicals
NYSE,HF,HFF Inc.,1.37B,2007,Consumer Services,Real Estate
NYSE,HCLP,Hi-Crush Partners LP,1.27B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NYSE,HFRO,Highland Floating Rate Opportunities Fund,1.14B,2017,N/A,N/A
NYSE,HPR,HighPoint Resources Corporation,N/A,2018,Energy,Oil & Gas Production
NYSE,HIW,Highwoods Properties Inc.,4.8B,1994,Consumer Services,Real Estate Investment Trusts
NYSE,HIL,Hill International Inc.,299.23M,N/A,Consumer Services,Military/Government/Technical
NYSE,HI,Hillenbrand Inc,2.95B,N/A,Consumer Durables,Miscellaneous manufacturing industries
NYSE,HRC,Hill-Rom Holdings Inc,6.01B,N/A,Health Care,Medical/Dental Instruments
NYSE,HTH,Hilltop Holdings Inc.,2.27B,N/A,Finance,Major Banks
NYSE,HGV,Hilton Grand Vacations Inc.,3.85B,2016,Consumer Services,Hotels/Resorts
NYSE,HLT,Hilton Worldwide Holdings Inc.,24.73B,2016,Consumer Services,Hotels/Resorts
NYSE,HNI,HNI Corporation,1.6B,N/A,Consumer Durables,Office Equipment/Supplies/Services
NYSE,HMLP,Hoegh LNG Partners LP,613.7M,2014,Consumer Services,Marine Transportation
NYSE,HMLP^A,Hoegh LNG Partners LP,N/A,N/A,N/A,N/A
NYSE,HEP,Holly Energy Partners,3.08B,2004,Energy,Natural Gas Distribution
NYSE,HFC,HollyFrontier Corporation,13.01B,N/A,Energy,Integrated oil Companies
NYSE,HD,Home Depot Inc. (The),215.18B,N/A,Consumer Services,RETAIL: Building Materials
NYSE,HMC,Honda Motor Company Ltd.,58.72B,N/A,Capital Goods,Auto Manufacturing
NYSE,HON,Honeywell International Inc.,113.03B,N/A,Capital Goods,Auto Parts:O.E.M.
NYSE,HMN,Horace Mann Educators Corporation,1.83B,1991,Finance,Property-Casualty Insurers
NYSE,HZN,Horizon Global Corporation,156.33M,2015,Capital Goods,Auto Parts:O.E.M.
NYSE,HTFA,Horizon Technology Finance Corporation,N/A,2017,N/A,N/A
NYSE,HRL,Hormel Foods Corporation,18.97B,N/A,Consumer Non-Durables,Meat/Poultry/Fish
NYSE,HOS,Hornbeck Offshore Services,131.98M,2004,Consumer Services,Marine Transportation
NYSE,HST,Host Hotels & Resorts Inc.,15.87B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,HLI,Houlihan Lokey Inc.,3.3B,2015,Finance,Investment Managers
NYSE,HOV,Hovnanian Enterprises Inc,278.45M,N/A,Capital Goods,Homebuilding
NYSE,HHC,Howard Hughes Corporation (The),5.58B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,HPQ,HP Inc.,35.86B,N/A,Technology,Computer Manufacturing
NYSE,HRG,HRG Group Inc.,2.49B,N/A,Miscellaneous,Industrial Machinery/Components
NYSE,HSBC,HSBC Holdings plc,199.75B,N/A,Finance,Savings Institutions
NYSE,HSBC^A,HSBC Holdings plc,N/A,N/A,N/A,N/A
NYSE,HSEA.CL,HSBC Holdings plc,N/A,N/A,N/A,N/A
NYSE,HSEB.CL,HSBC Holdings plc,N/A,N/A,N/A,N/A
NYSE,HMI,Huami Corporation,654.37M,2018,Technology,Computer Manufacturing
NYSE,HNP,Huaneng Power International Inc.,11.16B,1994,Public Utilities,Electric Utilities: Central
NYSE,HUBB,Hubbell Inc,6.05B,2015,Capital Goods,Electrical Products
NYSE,HUBS,HubSpot Inc.,4.44B,2014,Technology,Computer Software: Prepackaged Software
NYSE,HBM,Hudbay Minerals Inc.,1.84B,N/A,Basic Industries,Precious Metals
NYSE,HBM.WS,Hudbay Minerals Inc.,N/A,N/A,N/A,N/A
NYSE,HUD,Hudson Ltd.,1.64B,2018,Consumer Services,Department/Specialty Retail Stores
NYSE,HPP,Hudson Pacific Properties Inc.,5.36B,2010,Finance,Real Estate
NYSE,HGT,Hugoton Royalty Trust,32.84M,1999,Energy,Oil & Gas Production
NYSE,HUM,Humana Inc.,40.19B,N/A,Health Care,Medical Specialities
NYSE,HII,Huntington Ingalls Industries Inc.,9.9B,N/A,Capital Goods,Marine Transportation
NYSE,HUN,Huntsman Corporation,7.67B,2005,Basic Industries,Major Chemicals
NYSE,HUYA,HUYA Inc.,4.02B,2018,Technology,Computer Software: Programming & Data Processing
NYSE,H,Hyatt Hotels Corporation,9.26B,2009,Consumer Services,Hotels/Resorts
NYSE,HY,Hyster-Yale Materials Handling Inc.,1.15B,N/A,Capital Goods,ConstructioN/Ag Equipment/Trucks
NYSE,IAG,Iamgold Corporation,2.84B,N/A,Basic Industries,Precious Metals
NYSE,IBN,ICICI Bank Limited,27.65B,N/A,Finance,Commercial Banks
NYSE,IDA,IDACORP Inc.,4.52B,N/A,Public Utilities,Electric Utilities: Central
NYSE,IEX,IDEX Corporation,10.72B,1989,Capital Goods,Fluid Controls
NYSE,IDT,IDT Corporation,134.46M,N/A,Public Utilities,Telecommunications Equipment
NYSE,ITW,Illinois Tool Works Inc.,50.16B,N/A,Technology,Industrial Machinery/Components
NYSE,IMAX,Imax Corporation,1.41B,N/A,Miscellaneous,Industrial Machinery/Components
NYSE,ICD,Independence Contract Drilling Inc.,191.26M,2014,Energy,Oil & Gas Production
NYSE,IHC,Independence Holding Company,562.21M,N/A,Finance,Life Insurance
NYSE,IRT,Independence Realty Trust Inc.,834.94M,2013,Consumer Services,Real Estate Investment Trusts
NYSE,IFN,India Fund Inc. (The),664.79M,N/A,N/A,N/A
NYSE,IBA,Industrias Bachoco S.A. de C.V.,2.89B,1997,Consumer Non-Durables,Meat/Poultry/Fish
NYSE,INFY,Infosys Limited,38.71B,N/A,Technology,EDP Services
NYSE,HIFR,InfraREIT Inc.,917.02M,2015,Consumer Services,Real Estate Investment Trusts
NYSE,ING,ING Group N.V.,60.71B,1997,Finance,Commercial Banks
NYSE,ISF,ING Group N.V.,N/A,N/A,Finance,Commercial Banks
NYSE,ISG,ING Group N.V.,N/A,N/A,Finance,Commercial Banks
NYSE,IR,Ingersoll-Rand plc (Ireland),22.38B,N/A,Capital Goods,Auto Parts:O.E.M.
NYSE,NGVT,Ingevity Corporation,3.35B,2016,Basic Industries,Major Chemicals
NYSE,INGR,Ingredion Incorporated,8.13B,N/A,Consumer Non-Durables,Packaged Foods
NYSE,IIPR,Innovative Industrial Properties Inc.,123.22M,2016,Finance,Real Estate
NYSE,IIPR^A,Innovative Industrial Properties Inc.,N/A,N/A,N/A,N/A
NYSE,IPHI,Inphi Corporation,1.45B,2010,Technology,Semiconductors
NYSE,INSI,Insight Select Income Fund,196.85M,N/A,N/A,N/A
NYSE,NSP,Insperity Inc.,3.76B,N/A,Technology,Professional Services
NYSE,INSP,Inspire Medical Systems Inc.,651.75M,2018,Health Care,Medical/Dental Instruments
NYSE,IBP,Installed Building Products Inc.,1.95B,2014,Basic Industries,Homebuilding
NYSE,INST,Instructure Inc.,1.45B,2015,Technology,Computer Software: Prepackaged Software
NYSE,ITGR,Integer Holdings Corporation,2.12B,N/A,Miscellaneous,Industrial Machinery/Components
NYSE,I,Intelsat S.A.,1.97B,2013,Consumer Services,Telecommunications Equipment
NYSE,ICE,Intercontinental Exchange Inc.,41.28B,2005,Finance,Investment Bankers/Brokers/Service
NYSE,IHG,Intercontinental Hotels Group,12.42B,N/A,Consumer Services,Hotels/Resorts
NYSE,IFF,Internationa Flavors & Fragrances Inc.,9.88B,N/A,Basic Industries,Major Chemicals
NYSE,IBM,International Business Machines Corporation,132.8B,N/A,Technology,Computer Manufacturing
NYSE,IGT,International Game Technology,5.62B,2015,Consumer Services,Services-Misc. Amusement & Recreation
NYSE,IP,International Paper Company,22.88B,N/A,Basic Industries,Paper
NYSE,INSW,International Seaways Inc.,573.68M,2016,Consumer Services,Marine Transportation
NYSE,IPG,Interpublic Group of Companies Inc. (The),8.94B,N/A,Technology,Advertising
NYSE,IPL^D,Interstate Power and Light Company,N/A,N/A,N/A,N/A
NYSE,INXN,InterXion Holding N.V.,4.53B,2011,Technology,Computer Software: Programming & Data Processing
NYSE,IPI,Intrepid Potash Inc.,630.55M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
NYSE,XON,Intrexon Corporation,2.02B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NYSE,IVC,Invacare Corporation,542.23M,N/A,Health Care,Industrial Specialties
NYSE,VBF,Invesco Bond Fund,199.21M,N/A,N/A,N/A
NYSE,VCV,Invesco California Value Municipal Income Trust,554.76M,N/A,N/A,N/A
NYSE,VTA,Invesco Credit Opportunities Fund,868.39M,2007,N/A,N/A
NYSE,IHIT,Invesco High Income 2023 Target Term Fund,235.34M,2016,N/A,N/A
NYSE,IHTA,Invesco High Income 2024 Target Term Fund,73.73M,2017,N/A,N/A
NYSE,VLT,Invesco High Income Trust II,110.33M,1989,N/A,N/A
NYSE,IVR,INVESCO MORTGAGE CAPITAL INC,1.81B,2009,Consumer Services,Real Estate Investment Trusts
NYSE,IVR^B,INVESCO MORTGAGE CAPITAL INC,N/A,N/A,N/A,N/A
NYSE,IVR^C,INVESCO MORTGAGE CAPITAL INC,N/A,N/A,N/A,N/A
NYSE,IVR^A,Invesco Mortgage Capital Inc.,N/A,N/A,N/A,N/A
NYSE,OIA,Invesco Municipal Income Opportunities Trust,349.03M,N/A,N/A,N/A
NYSE,VMO,Invesco Municipal Opportunity Trust,782.68M,N/A,N/A,N/A
NYSE,VKQ,Invesco Municipal Trust,648.35M,N/A,N/A,N/A
NYSE,VPV,Invesco Pennsylvania Value Municipal Income Trust,280.24M,N/A,N/A,N/A
NYSE,IVZ,Invesco Plc,11.68B,N/A,Finance,Investment Managers
NYSE,IQI,Invesco Quality Municipal Income Trust,627.73M,N/A,N/A,N/A
NYSE,VVR,Invesco Senior Income Trust,792.16M,1998,N/A,N/A
NYSE,VTN,Invesco Trust  for Investment Grade New York Municipal,247.17M,N/A,N/A,N/A
NYSE,VGM,Invesco Trust for Investment Grade Municipals,666.97M,N/A,N/A,N/A
NYSE,IIM,Invesco Value Municipal Income Trust,660.2M,N/A,N/A,N/A
NYSE,ITG,Investment Technology Group Inc.,759.06M,N/A,Finance,Investment Bankers/Brokers/Service
NYSE,IRET,Investors Real Estate Trust,633.94M,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,IRET^C,Investors Real Estate Trust,N/A,N/A,N/A,N/A
NYSE,NVTA,Invitae Corporation,518.82M,2015,Health Care,Medical Specialities
NYSE,INVH,Invitation Homes Inc.,11.37B,2017,Finance,Real Estate
NYSE,IO,Ion Geophysical Corporation,342.87M,N/A,Energy,Oil & Gas Production
NYSE,IQV,IQVIA Holdings Inc.,21.22B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NYSE,IRM,Iron Mountain Incorporated,9.4B,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,IRS,IRSA Inversiones Y Representaciones S.A.,1.19B,N/A,Consumer Services,Homebuilding
NYSE,ICL,Israel Chemicals Shs,5.96B,2014,Basic Industries,Agricultural Chemicals
NYSE,STAR          ,iStar Financial Inc.,732.65M,N/A,Consumer Services,Real Estate Investment Trusts
NYSE,STAR^D,iStar Financial Inc.,N/A,N/A,N/A,N/A
NYSE,STAR^G,iStar Financial Inc.,N/A,N/A,N/A,N/A
NYSE,STAR^I,iStar Financial Inc.,N/A,N/A,N/A,N/A
NYSE,ITCB,Ita? CorpBanca,5.57B,N/A,Finance,Commercial Banks
NYSE,ITUB,Itau Unibanco Banco Holding SA,80.19B,N/A,Finance,Major Banks
NYSE,ITT,ITT Inc.,4.7B,2011,Capital Goods,Fluid Controls
NYSE,IVH,Ivy High Income Opportunities Fund,236.25M,2013,N/A,N/A
NYSE,JPM,J P Morgan Chase & Co,383B,N/A,Finance,Major Banks
NYSE,JPM.WS,J P Morgan Chase & Co,N/A,N/A,N/A,N/A
NYSE,JPM^A,J P Morgan Chase & Co,N/A,N/A,Finance,Major Banks
NYSE,JPM^B,J P Morgan Chase & Co,N/A,N/A,N/A,N/A
NYSE,JPM^E,J P Morgan Chase & Co,N/A,N/A,N/A,N/A
NYSE,JPM^F,J P Morgan Chase & Co,N/A,N/A,N/A,N/A
NYSE,JPM^G,J P Morgan Chase & Co,N/A,N/A,N/A,N/A
NYSE,JPM^H,J P Morgan Chase & Co,N/A,N/A,Finance,Major Banks
NYSE,JAX,J. Alexander&#39;s Holdings Inc.,173.4M,2015,Consumer Services,Restaurants
NYSE,JILL,J. Jill Inc.,256.43M,2017,Consumer Non-Durables,Apparel
NYSE,JCP,J.C. Penney Company Inc. Holding Company,737.32M,N/A,Consumer Services,Department/Specialty Retail Stores
NYSE,SJM,J.M. Smucker Company (The),12.52B,N/A,Consumer Non-Durables,Packaged Foods
NYSE,JBL,Jabil Inc.,4.82B,1993,Technology,Electrical Products
NYSE,JEC,Jacobs Engineering Group Inc.,9B,N/A,Basic Industries,Military/Government/Technical
NYSE,JAG,Jagged Peak Energy Inc.,2.66B,2017,Energy,Oil & Gas Production
NYSE,JHX,James Hardie Industries plc.,7.66B,N/A,Capital Goods,Building Materials
NYSE,JHG,Janus Henderson Group plc,6.52B,2017,Finance,Investment Managers
NYSE,JOF,Japan Smaller Capitalization Fund Inc,347.66M,1990,N/A,N/A
NYSE,JBGS,JBG SMITH Properties,4.35B,2017,Consumer Services,Real Estate Investment Trusts
NYSE,JELD,JELD-WEN Holding Inc.,3B,2017,Basic Industries,Forest Products
NYSE,JCAP,Jernigan Capital Inc.,278.23M,2015,Consumer Services,Real Estate Investment Trusts
NYSE,JCAP^B,Jernigan Capital Inc.,N/A,N/A,N/A,N/A
NYSE,JT,Jianpu Technology Inc.,959.5M,2017,Technology,Computer Software: Programming & Data Processing
NYSE,JKS,JinkoSolar Holding Company Limited,585.51M,2010,Technology,Semiconductors
NYSE,JMP,JMP Group LLC,109.88M,2007,Finance,Investment Bankers/Brokers/Service
NYSE,JMPB,JMP Group LLC,N/A,N/A,Finance,Investment Bankers/Brokers/Service
NYSE,JMPD,JMP Group LLC,N/A,2017,Finance,Investment Bankers/Brokers/Service
NYSE,JBT,John Bean Technologies Corporation,2.8B,N/A,Technology,Industrial Machinery/Components
NYSE,BTO,John Hancock Financial Opportunities Fund,734.44M,1994,N/A,N/A
NYSE,HEQ,John Hancock Hedged Equity & Income Fund,211.51M,2011,N/A,N/A
NYSE,JHS,John Hancock Income Securities Trust,156.17M,N/A,N/A,N/A
NYSE,JHI,John Hancock Investors Trust,141.49M,N/A,N/A,N/A
NYSE,HPF,John Hancock Pfd Income Fund II,431.52M,2002,N/A,N/A
NYSE,HPI,John Hancock Preferred Income Fund,541.13M,2002,N/A,N/A
NYSE,HPS,John Hancock Preferred Income Fund III,564.6M,2003,N/A,N/A
NYSE,PDT,John Hancock Premium Dividend Fund,746.2M,N/A,N/A,N/A
NYSE,HTD,John Hancock Tax Advantaged Dividend Income Fund,796.87M,2004,N/A,N/A
NYSE,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,96.34M,N/A,N/A,N/A
NYSE,JW.A,John Wiley & Sons Inc.,N/A,N/A,N/A,N/A
NYSE,JW.B,John Wiley & Sons Inc.,N/A,N/A,N/A,N/A
NYSE,JNJ,Johnson & Johnson,331.11B,N/A,Health Care,Major Pharmaceuticals
NYSE,JCI,Johnson Controls International plc,31.69B,N/A,Consumer Services,Other Consumer Services
NYSE,JONE,Jones Energy Inc.,58.83M,2013,Energy,Oil & Gas Production
NYSE,JLL,Jones Lang LaSalle Incorporated,7.78B,N/A,Finance,Real Estate
NYSE,JMEI,Jumei International Holding Limited,343.24M,2014,Consumer Services,Other Specialty Stores
NYSE,JNPR,Juniper Networks Inc.,9.5B,1999,Technology,Computer Communications Equipment
NYSE,JP,Jupai Holdings Limited,764.5M,2015,Consumer Services,Other Consumer Services
NYSE,JE,Just Energy Group Inc.,540.15M,N/A,Public Utilities,Oil/Gas Transmission
NYSE,JE^A,Just Energy Group Inc.,N/A,N/A,N/A,N/A
NYSE,LRN,K12 Inc,621.96M,N/A,Consumer Services,Other Consumer Services
NYSE,KAI,Kadant Inc,1.1B,N/A,Technology,Industrial Machinery/Components
NYSE,KDMN,Kadmon Holdings Inc.,290.75M,2016,Health Care,Major Pharmaceuticals
NYSE,KAMN,Kaman Corporation,2.04B,N/A,Consumer Durables,Industrial Specialties
NYSE,KSU,Kansas City Southern,11.15B,N/A,Transportation,Railroads
NYSE,KSU^,Kansas City Southern,N/A,N/A,Transportation,Railroads
NYSE,KS,KapStone Paper and Packaging Corporation,3.37B,N/A,Basic Industries,Paper
NYSE,KAR,KAR Auction Services Inc.,7.16B,2009,Consumer Durables,Automotive Aftermarket
NYSE,KED,Kayne Anderson Energy Development Company,190.23M,2006,N/A,N/A
NYSE,KYE,Kayne Anderson Energy Total Return Fund Inc.,355.69M,2005,N/A,N/A
